Nose_x,Nose_y,Left Eye Inner_x,Left Eye Inner_y,Left Eye_x,Left Eye_y,Left Eye Outer_x,Left Eye Outer_y,Right Eye Inner_x,Right Eye Inner_y,Right Eye_x,Right Eye_y,Right Eye Outer_x,Right Eye Outer_y,Left Ear_x,Left Ear_y,Right Ear_x,Right Ear_y,Mouth Left_x,Mouth Left_y,Mouth Right_x,Mouth Right_y,Left Shoulder_x,Left Shoulder_y,Right Shoulder_x,Right Shoulder_y,Left Elbow_x,Left Elbow_y,Right Elbow_x,Right Elbow_y,Left Wrist_x,Left Wrist_y,Right Wrist_x,Right Wrist_y,Left Pinky_x,Left Pinky_y,Right Pinky_x,Right Pinky_y,Left Index_x,Left Index_y,Right Index_x,Right Index_y,Left Thumb_x,Left Thumb_y,Right Thumb_x,Right Thumb_y,Left Hip_x,Left Hip_y,Right Hip_x,Right Hip_y,Left Knee_x,Left Knee_y,Right Knee_x,Right Knee_y,Left Ankle_x,Left Ankle_y,Right Ankle_x,Right Ankle_y,Left Heel_x,Left Heel_y,Right Heel_x,Right Heel_y,Left Foot Index_x,Left Foot Index_y,Right Foot Index_x,Right Foot Index_y
0.5020580887794495,0.27143922448158264,0.5077475905418396,0.2609454393386841,0.5102121829986572,0.2619171738624573,0.5129987597465515,0.26346251368522644,0.4985518157482147,0.2597668468952179,0.49497687816619873,0.2600972354412079,0.4919131398200989,0.2608889043331146,0.5169419050216675,0.2744200527667999,0.4871422052383423,0.2728162705898285,0.5078083276748657,0.2906116247177124,0.49560117721557617,0.2882108986377716,0.5403524041175842,0.36943796277046204,0.46102651953697205,0.3742932677268982,0.5529553890228271,0.4536602795124054,0.4478484094142914,0.48162588477134705,0.5546314716339111,0.4575935900211334,0.4364560842514038,0.5717630982398987,0.5591914653778076,0.47715431451797485,0.42880260944366455,0.6041917204856873,0.5602738857269287,0.4656867980957031,0.42990344762802124,0.6038921475410461,0.5508255362510681,0.4497676491737366,0.43413496017456055,0.5950347781181335,0.5219855308532715,0.5923915505409241,0.4789496064186096,0.5892919301986694,0.5199471116065979,0.7531538605690002,0.4823916256427765,0.7532652616500854,0.5126832723617554,0.8998991250991821,0.48544561862945557,0.8940238952636719,0.509905219078064,0.9156209230422974,0.48795652389526367,0.9064548015594482,0.512635350227356,0.9438783526420593,0.48227885365486145,0.9351885914802551
0.502048671245575,0.27130067348480225,0.5077064037322998,0.2608456015586853,0.5101998448371887,0.26180750131607056,0.5129997730255127,0.2632487118244171,0.49844610691070557,0.2596368193626404,0.4948250651359558,0.25998207926750183,0.4917380213737488,0.2607744634151459,0.516934871673584,0.27432581782341003,0.487041175365448,0.27241265773773193,0.5078091025352478,0.2903253436088562,0.4956022799015045,0.288105309009552,0.5402382612228394,0.3694712817668915,0.46083658933639526,0.37313932180404663,0.5515201091766357,0.45829087495803833,0.44808271527290344,0.481734961271286,0.5446199774742126,0.5401841402053833,0.4377318024635315,0.5717673301696777,0.5404292345046997,0.5697202086448669,0.43115201592445374,0.6029520034790039,0.5445800423622131,0.57566237449646,0.4321359097957611,0.6021475791931152,0.5377283096313477,0.5563087463378906,0.4364061653614044,0.5931185483932495,0.5219312906265259,0.5924177169799805,0.4789319932460785,0.5893012881278992,0.5199447274208069,0.7532065510749817,0.48246797919273376,0.7518807053565979,0.5133575201034546,0.8994529843330383,0.4853726029396057,0.8935885429382324,0.5111895203590393,0.9147107601165771,0.487762987613678,0.9065306782722473,0.5126363635063171,0.9438887238502502,0.4822772443294525,0.9352842569351196
0.501812219619751,0.271247535943985,0.5074357390403748,0.26085522770881653,0.5099241137504578,0.2618195712566376,0.5126811265945435,0.2632487714290619,0.49807363748550415,0.2595914900302887,0.4943828284740448,0.25988471508026123,0.4913363754749298,0.26060593128204346,0.5164596438407898,0.27434200048446655,0.4866076409816742,0.27201205492019653,0.5074973106384277,0.29019442200660706,0.4952943027019501,0.28786543011665344,0.5395405888557434,0.36979445815086365,0.4596996605396271,0.3725970983505249,0.5515543222427368,0.4607010781764984,0.4480571746826172,0.4788569211959839,0.5527116060256958,0.5483753681182861,0.43930259346961975,0.5652933716773987,0.5546265244483948,0.573451578617096,0.4342682957649231,0.5943857431411743,0.5517539381980896,0.573384702205658,0.43580397963523865,0.592951238155365,0.5497647523880005,0.5633156299591064,0.4393557012081146,0.5833654403686523,0.5216812491416931,0.5935136675834656,0.4786558449268341,0.5893197655677795,0.5199143290519714,0.7537094950675964,0.4812423288822174,0.7516010999679565,0.5133469104766846,0.896268904209137,0.4853535592556,0.8921002149581909,0.511161744594574,0.9097545742988586,0.4877438545227051,0.905782163143158,0.512652575969696,0.9435168504714966,0.48333442211151123,0.9360207319259644
0.5016469955444336,0.27106615900993347,0.5072346329689026,0.26083430647850037,0.5097247958183289,0.26180487871170044,0.5124534368515015,0.26320597529411316,0.4977695345878601,0.2594107389450073,0.4940204322338104,0.25963258743286133,0.49099382758140564,0.2602783143520355,0.5160583257675171,0.27431970834732056,0.48624372482299805,0.27160999178886414,0.507287323474884,0.28996381163597107,0.4950580298900604,0.2874998450279236,0.5391747951507568,0.3702949583530426,0.4588826894760132,0.37231722474098206,0.5515807271003723,0.4621759057044983,0.44818368554115295,0.4772588610649109,0.5570774674415588,0.5482314229011536,0.4408245086669922,0.5618043541908264,0.5609441995620728,0.5725040435791016,0.43653878569602966,0.5905160903930664,0.5571327209472656,0.5721209049224854,0.43810856342315674,0.5888147354125977,0.555444061756134,0.5629867315292358,0.4413614571094513,0.5791244506835938,0.5214428901672363,0.5941449403762817,0.47853884100914,0.5893740057945251,0.5198418498039246,0.7537072896957397,0.4804173409938812,0.7515004277229309,0.5133412480354309,0.8937421441078186,0.48535290360450745,0.8904936909675598,0.5111407041549683,0.9065873622894287,0.48775461316108704,0.904501736164093,0.512651801109314,0.9431341290473938,0.48397350311279297,0.9366235733032227
0.5010437965393066,0.271133691072464,0.5063397884368896,0.2608847916126251,0.5089666843414307,0.26185142993927,0.5114898681640625,0.26321595907211304,0.4965988099575043,0.25945746898651123,0.49301502108573914,0.25967487692832947,0.4900549352169037,0.26031550765037537,0.5149606466293335,0.2743246555328369,0.4852007329463959,0.2715996205806732,0.5067980885505676,0.289969801902771,0.49445822834968567,0.28760653734207153,0.5386520624160767,0.3711837828159332,0.4580222964286804,0.37227606773376465,0.55158931016922,0.4669186770915985,0.4497081935405731,0.4704040288925171,0.5605682730674744,0.5635450482368469,0.4492872357368469,0.5521330833435059,0.5645186305046082,0.588401734828949,0.44864922761917114,0.5808357000350952,0.5610612034797668,0.5897819995880127,0.45047804713249207,0.5800526738166809,0.5591296553611755,0.5820850133895874,0.4540221393108368,0.5699664354324341,0.5208987593650818,0.5945476293563843,0.4769671559333801,0.5895512104034424,0.5198374390602112,0.7481296062469482,0.4789225161075592,0.7494285702705383,0.5143018960952759,0.8825220465660095,0.48512697219848633,0.8880942463874817,0.5120726823806763,0.895698606967926,0.4876326024532318,0.9029872417449951,0.5127236843109131,0.9392658472061157,0.4843229055404663,0.936787486076355
0.5002622008323669,0.2714407444000244,0.5052831768989563,0.26104217767715454,0.5079846978187561,0.2620026171207428,0.5102193355560303,0.2632989287376404,0.49574822187423706,0.25961169600486755,0.492358535528183,0.25978460907936096,0.48945194482803345,0.2603835463523865,0.5131351351737976,0.27436748147010803,0.48467713594436646,0.2715291976928711,0.5058651566505432,0.29014450311660767,0.49389323592185974,0.28790003061294556,0.5362666845321655,0.37332046031951904,0.45788443088531494,0.3695226013660431,0.5515974760055542,0.472629189491272,0.4496898353099823,0.456866592168808,0.5666831135749817,0.5682770013809204,0.44935929775238037,0.43060222268104553,0.5711480379104614,0.5990889072418213,0.44749027490615845,0.42858007550239563,0.567584216594696,0.6001374125480652,0.4482256770133972,0.419461727142334,0.5652489066123962,0.5915197134017944,0.4515223801136017,0.42159029841423035,0.520553469657898,0.5897238254547119,0.4767521321773529,0.5895302891731262,0.5195483565330505,0.7020626664161682,0.47811010479927063,0.7491011023521423,0.5161063075065613,0.8190380930900574,0.4837111234664917,0.8878411650657654,0.5135565996170044,0.8308070302009583,0.4872206151485443,0.903147280216217,0.5187805891036987,0.8872711062431335,0.4842904508113861,0.936310350894928
0.49989476799964905,0.2720640003681183,0.5047787427902222,0.2614327371120453,0.5074141025543213,0.2623507082462311,0.5094708204269409,0.26353898644447327,0.4954640567302704,0.26003962755203247,0.4920975863933563,0.260142982006073,0.4892441928386688,0.2606532573699951,0.512262225151062,0.27448105812072754,0.4843664765357971,0.27153658866882324,0.5052379369735718,0.2906246781349182,0.49362000823020935,0.288379043340683,0.5342091917991638,0.3746469020843506,0.4576898217201233,0.36483076214790344,0.5514651536941528,0.4732435345649719,0.4493875801563263,0.41352376341819763,0.5665571093559265,0.5657597184181213,0.45492318272590637,0.40087366104125977,0.5714837312698364,0.594153106212616,0.4557066261768341,0.402066171169281,0.5686696171760559,0.5959051847457886,0.455066978931427,0.3907279372215271,0.5655905604362488,0.5871381163597107,0.45705196261405945,0.3928201198577881,0.5197263956069946,0.5809341669082642,0.4763236343860626,0.586683452129364,0.5193542838096619,0.6657031774520874,0.4773900806903839,0.7459809184074402,0.5166338682174683,0.7885059118270874,0.4829789400100708,0.8878901600837708,0.5142014026641846,0.7983827590942383,0.4864983558654785,0.9056494235992432,0.519748330116272,0.8592848181724548,0.484399676322937,0.9333363771438599
0.499286025762558,0.27216023206710815,0.5042288899421692,0.2614486813545227,0.5068888068199158,0.26235973834991455,0.5089404582977295,0.26353925466537476,0.49491873383522034,0.26006805896759033,0.4915846288204193,0.2601626217365265,0.4887295961380005,0.2606602907180786,0.5119242072105408,0.27447623014450073,0.48403576016426086,0.2715178430080414,0.5047525763511658,0.29076331853866577,0.4932067096233368,0.28845030069351196,0.533532977104187,0.3754160702228546,0.45773303508758545,0.362407922744751,0.5514637231826782,0.47308915853500366,0.45302897691726685,0.41648492217063904,0.5674757361412048,0.5649895071983337,0.4535233676433563,0.38085201382637024,0.5720753073692322,0.5906506180763245,0.45465853810310364,0.37079137563705444,0.5696452260017395,0.5920621156692505,0.4558538496494293,0.36397865414619446,0.5665620565414429,0.583782434463501,0.4574427604675293,0.3667866289615631,0.5189390778541565,0.5791809558868408,0.4758964478969574,0.5862964391708374,0.5190228223800659,0.6412665843963623,0.4771074652671814,0.7434951066970825,0.5166769623756409,0.7663712501525879,0.48286208510398865,0.8901397585868835,0.5144764184951782,0.7771103382110596,0.4860321581363678,0.9094237089157104,0.5191658139228821,0.8364881873130798,0.4844803214073181,0.9329059720039368
0.49882325530052185,0.2721252143383026,0.5038735866546631,0.2613539397716522,0.5065497159957886,0.26226159930229187,0.5086433291435242,0.2634134590625763,0.494537889957428,0.25996795296669006,0.4912087023258209,0.2600455582141876,0.4883319139480591,0.26051753759384155,0.5117433667182922,0.2744140028953552,0.48384159803390503,0.2714290916919708,0.5043660998344421,0.29076364636421204,0.49283239245414734,0.28841590881347656,0.5335196852684021,0.37589672207832336,0.45776891708374023,0.3611755073070526,0.5514565110206604,0.47391170263290405,0.45503610372543335,0.4205434024333954,0.5676578879356384,0.5669479966163635,0.45318010449409485,0.380761981010437,0.5719964504241943,0.5914734601974487,0.45489123463630676,0.3721952736377716,0.5696162581443787,0.5925967693328857,0.4563696086406708,0.3625861704349518,0.5664761066436768,0.5846453309059143,0.45782211422920227,0.3652435541152954,0.5187129378318787,0.5779944062232971,0.4756444990634918,0.58586186170578,0.5188279747962952,0.6354159712791443,0.4768145680427551,0.7430585026741028,0.516654908657074,0.7647762894630432,0.48272690176963806,0.8918675780296326,0.5146254897117615,0.7752136588096619,0.4855620563030243,0.9118807911872864,0.5188536047935486,0.8347160220146179,0.484553724527359,0.9329789876937866
0.49884238839149475,0.2727692127227783,0.50380539894104,0.26137036085128784,0.5064002275466919,0.2622625529766083,0.5084713697433472,0.2634063959121704,0.49454638361930847,0.2600668668746948,0.4912070035934448,0.26015371084213257,0.48834219574928284,0.26063260436058044,0.511364758014679,0.2741415798664093,0.483867347240448,0.2713095247745514,0.5043026804924011,0.2910270690917969,0.49284401535987854,0.28894537687301636,0.5334040522575378,0.37579894065856934,0.4579060673713684,0.36115211248397827,0.5513933897018433,0.4730725884437561,0.45458561182022095,0.4124573767185211,0.5669335126876831,0.5615937113761902,0.45391371846199036,0.37351080775260925,0.5711184740066528,0.5845670104026794,0.455905944108963,0.3619565963745117,0.5691754221916199,0.5854289531707764,0.45784991979599,0.3541131615638733,0.5656979084014893,0.5776557326316833,0.4589783251285553,0.35865768790245056,0.5182352066040039,0.5758519768714905,0.47539129853248596,0.584295392036438,0.5178002715110779,0.6197539567947388,0.47665661573410034,0.7418926358222961,0.5164919495582581,0.7503573298454285,0.48290306329727173,0.8931319713592529,0.5145372152328491,0.7606242299079895,0.48560330271720886,0.9137792587280273,0.5185734033584595,0.8173303604125977,0.48533761501312256,0.9330134391784668
